text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
"Since I enjoy Greek food and have no dietary restrictions, I asked for a recommendation from the cashier about the best deal and she suggested their small Greek Salad and bowl of freshly made Chicken Lemon soup. It was too soupy with barely any chicken except insanely small, shredded, your eye could barely detect pieces! I did enjoy the lemony addition, just wished it had at least a few pieces of chicken instead of zulch because what I had was plain, boring, non picture worthy Greek Salad and Chicken Lemon soup. I was secretly eyeing my friend's Homemade Falafel Pita, which looked more appetizing and filling, something I would consider eating compared to what I was having and I'm not even a fan of Falafel! It's a last resort, definiltey had me intrigued about how good her meal was compared to mine for $9...I liked the fact the food came out fast, took 8 min. with couple people ahead, but checkout other places in the mall for a complete meal! That's my two cents!",20,B,Little Greek Fresh Grill - Westshore,Little Greek Fresh Grill - Westshore,Littl3 Gr33k Fr3sh Grill - W3stshor3,3.0,NEGATIVE
"This place is awesome! So many different varieties of chicken salad, I literally had no idea!! I haven't interacted with the staff to gauge them but the place is clean, neat, unbelievably quiet. The prices are very reasonable, the variety is off the charts and most importantly, everything is amazing, especially the loaded potato soup! Yes 5 stars because this place is definitely a break from the normal ""Burger, fries  and a large drink"" order. They are also in more places than just Tampa so check your Yelp! and see if they're near you! If they are, you really owe it to yourself to check them out. I had the Spicy Kay Lynn... awesom-azing!!",17,B,Chicken Salad Chick,Chicken Salad Chick,Chicken S@l@d Chick,5.0,POSITIVE
"Shogun is one of my favorite sushi spots! The vegetable tempura is great and they have some incredible specialty rolls including my favorite, the Angel Hair. They usually do a great presentation as well. I held back a star because the service in the last year or so has been going downhill. The servers there used to be so pleasant and considerate. Not anymore. Now, the servers seem to just go through the motions with permanent frowns on their faces. I am hoping the service improves.",29,C,Shogun Sushi,Shogun Sushi,Shogun Sushi Inc.,4.0,POSITIVE
I've been going here all my life! Always an amazing experience! And Devore is the best server there! Such a nice man who always treats us with respect and kindness! A trip to Tampa is not complete without a stop at Bern's!!!,13,A,Bern's Steak House,Bern's Steak House,B3rn's St3ak Hous3,5.0,POSITIVE
Thus place has gluten-free and vegetarian dishes. They deliver and has a to go. They also offer free WiFi.,37,C,Red Elephant Pizza,Red Elephant Pizza,Red Elephant Pizza Inc.,4.0,POSITIVE
"Not bad, good for Tampa. It's better than Taj across the street, though the buffet isn't all that remarkable. Good for takeout. They make it very spicy if you ask.",39,C,Angithi Indian Cuisine,Angithi Indian Cuisine,angithi indian cuisine,4.0,POSITIVE
Great Thai and American food. Unassuming food truck who has the best amazing peanut sauce around. Soups are great. Noodles even better. The best is the prices. Big portions for small prices. One dinner and entree feeds me for two meals.,25,B,Kombo Kitchen,Kombo Kitchen,Kombo Kitchen,5.0,POSITIVE
"Una sola extrella es solo por la señora que atiende enfrente en la caja es demaciado pesada, mal educada no sabe como llevar ese lugar es un horror ella, le crita a los meseros cuando estan atendiendo a los clientes ,no save lo que esta haciendo 0 profecionalismo,nunca contestan el telefono he llamado asta 18 veses seguidas, no trabajan en orden, es un desorden total no tienen una buena Organización. Pero la comida tiene un sabor delicioso todo lo que e provado alli me encanta,",30,C,Señor Rocoto,Señor Rocoto,Señor Rocoto Inc.,1.0,NEGATIVE
The food is actually really good. Love the salsa bar. The atmosphere is nice. Right now no one knows about this place so it's not crowded. I had balbacoa beef in my burrito and it was really delicious. Definitely a higher caliber of Mexican food. Fresh salsa and lots of different varieties. Scoop up as much as you like! My advice to management is add lights to the parking lot and side of the building. No one knows you're open! If you've been here before try it again. I was pleased and if you've read my reviews of other Mexican restaurants you'll know I'm picky!,19,B,Vuelo Mexican Grill,Vuelo Mexican Grill,vuelo mexican grill,4.0,POSITIVE
So far so bad. Whats the deal? Got the CL deal. went for lunch thursday and CLOSED!! big chain on the door. Should have been open by the hours posted but they were not. Not cool I didn't get to eat lunch that day because didn't have enough time to get anywhere else.,9,A,Dulce Cafe Tacos & More,Dulce Cafe Tacos & More,Dulce Cafe Tacos & More Inc.,1.0,NEGATIVE
Dam good philly cheesesteak with extra cheese.The steak is so juicy..The bread.To me it's all about the bread.They have great bread.Taste like bread from my hometown new jersey.Fries are awesome too.,17,B,Kruk's Philly Steaks,Kruk's Philly Steaks,Kruk'sPhillySteaks,4.0,POSITIVE
People actually gave Sbarro more than 1 Star? Really? Are you kidding me? Even for Mall Pizza this is just wrong...have you ever eaten real NY pizza? Let me tell you guys...this ain't it!,20,B,Sbarro,Sbarro,sbarro,1.0,NEGATIVE
"They do not appear to be at this location any longer and the phone number has changed. Not sure where they've gone, if they have in fact reloacted.",19,B,Natural Detox Nutrition Shoppe,Natural Detox Nutrition Shoppe,Natural D3tox Nutrition Shopp3,3.0,NEGATIVE
We were looking for some dessert on a rainy Sunday and found Sweet Charlie's. I LOVE the pictures of rolled ice cream and wanted to try one myself. They didn't disappoint. Must try!,14,B,Sweet Charlie's,Sweet Charlie's,Sweet Charlie's,5.0,POSITIVE
"Delicious food. Great price and large portions. My new go to lunch spot. The parking lot is kinda small. There is some space to sit inside and microwaves for you to warm up a lunchbox if you want to stay and enjoy your food. Their cucumber kimchi is delicious! 

I will definitely be coming back again and again!",0,A,Sa Ri One Kitchen,Sa Ri One Kitchen,Sa Ri One Kitchen Inc.,5.0,POSITIVE
"This is a great neighborhood bar. Great bar food. Locals love it. They smoke. Ok whatev. Beer and wine only. Great chicken fingers and fries. Great staff. Darts, jukebox, and video games. Boom!",33,C,I Don't Care Bar & Grill,I Don't Care Bar & Grill,I D0n't Care Bar & Grill,5.0,POSITIVE
"I stopped for some Pho and Spring Rolls. All was really very good, the Spring Rolls are made when you order them, super fresh and very good.  The pho was excellent.  I'll stop again next time I'm in Tampa.",5,A,Bamboozle Channelside,Bamboozle Channelside,Bamboozle Channelside Inc.,4.0,POSITIVE
"I went here for the first time today & omg Judith is so sweet, she's professional and knows her stuff. I just got a blow out this time, b but I'll definitely be back for more. I recommend this place for sure 

A couple of weeks later: I went for a roller set & Judith recommended a trim. I always get so nervous about trimming my hair but Judy told me not to worry & made me feel comfortable. Honestly when she was done I was speechless & in awe at how gorgeous my hair looked. She is amazing & moving forward, I won't trust anyone else with my hair.",4,A,Diamond Dominican Beauty Salon,Diamond Dominican Beauty Salon,diamond dominican beauty salon,5.0,POSITIVE
"I used the mobile app, the bill was for $31  and I asked a friend to pick  it up.
The store refused to give her the order because I was not there with my Card. I'd done this at least 6 times before without issue.  So I understand that TBELL is trying to watch out for my money.  not letting anyone steal using my account   So why then did they still charge me the $31 even though I never received the food.  

Who is it I'm being protected from  hackers or Taco Bell itself.  I'm out $31

I've attempted to contact TBELL but I'm not able to get through to them.",33,C,Taco Bell,Taco Bell,T@co Bell,1.0,NEGATIVE
Was really clean.  They were friendly and the prices are reasonable. They also deliver.,17,B,Hung Wah,Hung Wah,Hung W@h,5.0,POSITIVE
"Best coffee in Tampa, and their food is amazing as well. If you're a beer drinker they brew the best Pilsner in Tampa. Nights are chill with a great beer and natural wine selection. Outstanding service.",10,A,King State,King State,King State,5.0,POSITIVE
"Deep fried stuffed potato.  When you take mashed potatoes, form them into a ball stuffed with ground beef and cheese, you coat the ball with breading and you deep fry it, you are as close to food Nirvana as you can get.   And it's not as easy as it sounds.  Not everyone can get the mixture just right.   And different ethnic groups give these delicacies their own little flavor.  But if you crave the biggest, most deliciously fried stuffed potato, check out Harborside Grill.

Harborside Grill is NOT your traditional restaurant.  It is more of a ""hole in the wall"" type place frequented by marine laborers, coast guard recruits, and folks looking for a good meal at a better price.  Be warned, though. It is not much to look at, inside or out, so if you are put off by places that don't look like Outback, look elsewhere.  But you will miss out on one of the hidden gems of Tampa Bay.  This is definitely a ""local knowledge"" place (mariners will know this reference).

They post a menu on a whiteboard, and the food is usually greasy, fried, full of butter or gravy.  And once in a while that is not a bad thing.  Their menu has breakfast items like pancakes, and lunch items like sandwiches, and burgers. But the true gem of the place is the deep fried stuffed potato.  They know how to cook it just right to make sure it's cooked all the way through without burning it, which is a minor miracle given how big the thing is.

Service is not exactly top notch, and if you go right at noon you'll run into the laborer crowd that absolutely LOVES this joint.  It gets packed!  And for good reason.

This place is not for everyone.  The atmosphere may be a bit rough for some, and there is NOTHING healthy on the menu.  But for those of us who love deep fried or greasy anything, gravy, butter, and cheese, and have VERY strong stomachs, I'd recommend visiting Harborside Grill.   At least once. :)",0,A,Harborside Grill,Harborside Grill,H@rborside Grill,4.0,NEGATIVE
Best Haitian Food in the Tampa Area. Doesn't disappoint... Thank you for the good service.,4,A,Kreyol Delight,Kreyol Delight,Krey0l Delight,5.0,POSITIVE
"Super cute place with good parking. We got the chai latte, latte with chocolate and one of the  breakfast tacos (came in foil which was surprising). Everything was fairly decent.",34,C,Willa’s Provisions,Willa’s Provisions,Willa’s Provisions,5.0,POSITIVE
I receive so many coupons in the mail from Earl of sandwich that I was long overdue for my first visit. I think I may have chosen the wrong item as the wrap I purchased was just  ok. The chicken was very rubbery and chewy but that's kind of what I expect from chain sandwich places. I will return however to give it a second try as they have a french dip sandwich I would like to try before shunning it altogether,32,C,Earl of Sandwich,Earl of Sandwich,Earl 0f Sandwich,3.0,NEGATIVE
"Incredibly rude woman that answers the phone and works the register. Not sure if she's an owner, but it's so bad I refuse to patronise this place.",1,A,Jin China,Jin China,Jin China,1.0,NEGATIVE
"The hidden gem of a coffee house in Hyde Park. 
If you would like a place to go to relax, sit outside and meet the neighbors then jet city espresso is the place. 
outside either on the porch or front yard of a florida bungalow is true R&R. Pair it with terrific coffee and fabulous food makes it superb. Jessica the owner is very welcoming.  Her coffee drinks from the signature cafe borga latte with nutmeg, orange blossom and honey is sinfully delicious to the sandwiches like the coach with  thin sliced turkey, gouda, garlic aioli on cibatta is insanely scrumptious. 
This is my favorite place and go to place especially when i have out of town visitors.",27,B,Jet City Espresso Hyde Park,Jet City Espresso Hyde Park,Jet City Espress0 Hyde Park,5.0,POSITIVE
"New business in a large shopping plaza off of N. Dale Mabry Avenue. Right behind the McDonald's. 
Parking is plenty and there is indoor and outdoor seating. Customer Service is friendly and attentive

We wanted to really love this place because it is convenient location wise to us. And the café itself is very spacious and clean. There is a section for pastries and it looks like tea. We did not try that so this review is purely based on the subs and drinks. 

Onto the food, we ordered the special banh mi and pork pattie banh mi. Vegetables are plentiful, The bread is more narrow and long compared to the average Vietnamese sub which makes it easier to eat . So that's good for carb conscience diet. The flavor and ratio however did not seem balanced. Meat is sparse and bland , it didn't have a wow factor . Usually on a special bánh mì each meat has its own flavor that adds to the sub. It was not horrible , but for about $5.50 a sub it did not justify the price compared to a lot of other Vietnamese sub places in Tampa. I'm hoping since it's a new business they will tweak the flavors of the meat more . Unless this is a franchise . 

We also ordered the artichoke tea and a lychee green tea with Coco lychee, light ice is a must. The artichoke tea is tasty and refreshing , it comes with herbal jelly, basil seeds, and popping crystal. The textures make for an interesting combination. Lychee green tea flavor was good. One thing I would improve on is the amount of ice and toppings, meaning less ice and more topping. Generally other boba places are generous on toppings , even after you finish the drink there is still a good amount that is left uneaten. With The slender tall cup , after a couple sips all the topping is gone. Will most likely be back to try the other flavor drinks and bakery section.",36,C,Banh Mi Factory,Banh Mi Factory,B@nh Mi F@ctory,3.0,POSITIVE
Easily my favorite lunch spot in Tampa . The area is not the best but it's worth the travel. Customer service is excellent. The 5 stars is purely on the taste of the food. It is out of this world. Get the coconut bread for after your meal.,23,B,Caribbean Crown,Caribbean Crown,Caribbean Crown Inc.,5.0,POSITIVE
"I get the whole make your sandwich fast thing, but man this place is nasty. Way too much mayo and I don't think you can call their green sauce avocado. Strike three for me was the bread being hard. Too many other food options around to spend over $10.00 on the combo here. Poor bang for the buck IMO.",9,A,Jimmy John's,Jimmy John's,Jimmy John's Inc.,2.0,NEGATIVE
"Gino is the best!!! Walked in before my flight, asked my flight time and was so accommodating. I only had a few drinks here, can't speak for the food, but the service is phenomenal! Double thumbs up for Gino",37,C,Sam Snead's Grill and Tavern,Sam Snead's Grill and Tavern,Sam Snead's Grill and Tavern Inc.,5.0,POSITIVE
They change their name again. It's no longer Blue Moon Pizza and Gyro. This place has had several name changes.,29,C,Blue Moon Pizza & Gyro,Blue Moon Pizza & Gyro,Blue Moon Pizz@ & Gyro,1.0,NEGATIVE
Always delicious we enjoyed the lunchtime special. Our waiter was friendly but our food did take almost an hour to come to our table end. It was relatively not busy on a Saturday at 12.  The rolls we did get as well as the edamame and chicken meatballs were delicious. We ordered sangria but they were out. We were there so long that they were able to buy more sangria so we got one to go with our meal.,28,C,KELP Sushi Joint,KELP Sushi Joint,KELP Sushi Joint,4.0,POSITIVE
"Slooooooooow....service.
Not crowded, but super slow service and inaccurate order. Geez....someone needs to wipe the front counter down. And pick up the debris by the trash can.",29,C,Church's Chicken,Church's Chicken,Church's Chicken Inc.,1.0,NEGATIVE
"I love coming to this restaurant, feels like family every time. Live music adds to the ambiance but the real stunners here are in the menu. Braised Brussel Sprouts, grilled octopus and the grouper- omg the grouper  *drools*

The bartenders go out of their way to make my Martinis just the way I like them- extra dirty, blue cheese olives- tastes like candy. 

Good luck avoiding the freshly baked bread if you're carb restricted! I've tried several times but the moment they set it on the table, the smell permeates me and I lose my battle and will power!

Don't pass this place up if you like authentic, modern Italian and a fantastic atmosphere. 

We'll be back time and time again!",19,B,Bocelli Modern Italian,Bocelli Modern Italian,Boc3lli Mod3rn Italian,5.0,POSITIVE
"I came here literally the day they opened, so obviously there were going to be some service/operational mistakes, but again, I anticipated it. 
With that said, the food was very good. 
I'm going to wait a few months and reassess the entire experience then.",12,A,Platt Street Borough,Platt Street Borough,Platt Str33t Borough,4.0,POSITIVE
"I have a 2 hour break between classes at HCC and eating on campus is out of the question, for me atleast.

This Panera Bread is the ideal place to knockout lunch and get some work done.
 
The staff is very diligent, handling the lunch rush from the surrounding businesses with ease.  

I have never had to wait more than 10 minutes for my food.

The only complaint I have is the only time I've ever used the restroom, it was a mess.
Hopefully it was dumb luck, but I feel like the staff is mostly women and they don't ever go into the men's room.

So if you're looking for a quiet place to work, go to a library, but if your used to getting work done in a Starbucks kind of environment and you're looking for a quick fix for hunger Panera Bread off of MLK is your spot.",17,B,Panera Bread,Panera Bread,panera bread,4.0,POSITIVE
We ate before coming here to save a bit of money but I did have dessert and a glass of wine. I was very happy with the theater especially for the price you can't really get a better seat. I had the frozen hot chocolate that was good but they don't give you a spoon with it and it's super thick.....so I asked for a spoon and then it took them 20 minutes to give you a spoon and by then I was done. Also the drink was like 1/2 whipped cream.....I wanted more hot chocolate! The wine was good and I liked their drink selection. I was kind of concerned about them walking around during the movie but it really wasn't distracting or anything. All in all we will be back and we enjoyed  our experience.,14,B,Studio Movie Grill,Studio Movie Grill,studio movie grill,4.0,POSITIVE
The food was great! Was kinda nervous at first but this little restaurant can compete with the big guys. It has a homie feel and the service was top notch. Everything we had was flavorful and cooked to a tee. Thank you guys and we will be back!,17,B,Shells Seafood Restaurant - South Tampa,Shells Seafood Restaurant - South Tampa,shells seafood restaurant - south tampa,5.0,POSITIVE
"We were vacationing in Tampa and decided to try First Watch out for breakfast but ended up disappointed. We had poor service and the food was overpriced.  I understand that our waitress had a lot of tables, but she was able to stop by the booths on either side of us to check in on them and just walked by us.  We had to stop her twice to ask for water refills.  The food is just ok, I expected more especially for the price.",40,C,First Watch,First Watch,First Watch,2.0,POSITIVE
"Hands down the best barbecue place in town.  The sauce is amazing and the meat and sides are cooked to perfection.  I would recommend them to anyone who is looking for delicious barbecue in the tampa bay area. 6/30/19 -  I just grabbed some more delicious barbecue today for lunch.  I enjoyed the sausage sandwich while my wife had the chopped chicken sandwich.  Again, this sauce is truly on point.  The staff is always so friendly and helpful.  Be sure to check them out today!",6,A,Ya Boy's BBQ,Ya Boy's BBQ,Y@ Boy's BBQ,5.0,POSITIVE
"Very inexpensive Cuban bakery, but I was less than impressed by the pastel de guayaba. The pastry was not especially flaky, the filling barely tasted of guava. It was a sweet, oily bit not distinctive calorie bomb.",22,B,La Oriental Bakery,La Oriental Bakery,La Oriental Bakery Inc.,2.0,NEGATIVE
Loved loved loved! I got fufu and soup and it was amazing. The perfect amount of spice and flavor!,38,C,Asher Amens African Cafe,Asher Amens African Cafe,Ash3r Am3ns African Caf3,4.0,POSITIVE
"Found this place because family and friends liked it.  It didn't disappoint, especially if you like the New Orleans feel.  Not all the dishes is Cajun flavor, but they have some of the fav. like jambalaya.  I really enjoyed the atmosphere, very relax and casual, good music in the back.  I personally like jazz music so everything kind of just fit for me.  The service was excellent along with the dishes I got to tried from my plate and others.  Have to say their salad actually got me hooked, if you like salads get Bleu Cheese and Walnut salad.  I ordered it with salmon instead of chicken.  Or get the Jambalaya Pasta, I subbed it with rice instead of pasta, just personal preference.  Only reason I gave it a 4/5 because steak option isn't that big.  But everything else is awesome.",16,B,Mimi's Cafe,Mimi's Cafe,Mimi's Cafe,4.0,POSITIVE
"Visited first time for a wedding and dinner.  Very upscale and elegant.  Luxuriously furnisned/decorated view with panoramic view of city, nearly 360 degrees from the 42nd floor.   Dramatic wedding at sunset then classy reception and dinner......lobster/filet combo after waves of appetizersl.  Not normally jealous of the upper crust 1%ers, but this is the good life.  As noted by others, it is a bit of a maze to get to the club on a weekend evening.",15,B,The Tampa Club,The Tampa Club,The Tampa Club,4.0,POSITIVE
"The cocktails are well poured, the burgers are awesome, and the performances.... well they pretty much make your night! I love Hamburger Mary's! Any large restaurant may have off nights/ days with food (see some of the other reviews), but I personally thought my Blue Boy blue cheese burger was the best one I've ever had! And it was no mistake that I put well poured cocktails first.... this is a FUN place to go have some drinks with your friends!",29,C,Hamburger Mary's,Hamburger Mary's,Hamburg3r Mary's,5.0,POSITIVE
The worst app ever they cut from they costumers the reviews. The most no honest shame,35,C,MOSI Food Truck Rally,MOSI Food Truck Rally,MOSI Food Truck Rally,1.0,NEGATIVE
"I've never dined in, only had food delivered from them by Takeoutbutler.com, so no comments on the service.  The food though, is phenomenal.  There are quite a few great bbq joints in the Brandon area, so I really judge the mostly on sides.  Uncle mikes sides are absolutely stupendous.  The jalapeno sweet corn nuggets blew my mind, and the vanilla maple sweet potato fries are... well not for everyone, but they're worth trying once.

The actual BBQ is great as well, not quite as moist 'steamy' as 1st choice and on par with Jaymer.",24,B,Uncle Mikes Smokehouse Grill,Uncle Mikes Smokehouse Grill,Uncl3 Mik3s Smok3hous3 Grill,4.0,POSITIVE
"My go-to for breakfast, brunch, and lunch! Friendly staff, food is delicious, great prices! Best Greek salad in town!",2,A,Riviera Restaurant,Riviera Restaurant,Riviera Restaurant Inc.,5.0,POSITIVE
"We have tried several Chinese restaurants in our neighborhood but this place is hands down the BEST! Such a pleasant atmosphere with a friendly staff.
We got 6 different meals for takeout and everything was great!",25,B,China Legend,China Legend,China L3g3nd,5.0,POSITIVE
"They have a really good lunch special , and happy hour all week long. I would highly recommend anyone to visit them. It's located near the USF area, so the have students discounts on their entire purchase which is really good. The food and and pricing is amazing. Can't get enough of this place. I go when I have a friend visiting from out of town.",25,B,Sushi Avenue,Sushi Avenue,Sushi Avenue Inc.,5.0,POSITIVE
"This place is good and a lot more options and variety than other Poke places. The owners (?) were really nice. One of my new favorite poke spots. Our bill was $30 for two bowls and one soda. Not sure how that happened and am a little perplexed by that since the bowls are only $11 and the soda was $3. I will be inspecting the receipt next time.

In response to the owner. We did not have any of the premium toppings you mentioned. Thanks..",14,B,Island Fin Poké,Island Fin Poké,Isl@nd Fin Poké,4.0,POSITIVE
I've been here twice now and the food is so delicious. The service is excellent and the staff is very friendly and welcoming.,4,A,Tomo Sushi,Tomo Sushi,Tomo Sushi,5.0,POSITIVE
"I have visit this place 3 times and I don't know if they change of owner or product but is not the same. What happen with this place, was my favorite. Calzone  and pizza no garlic butter flavor this time and receive the food cold. Hope this just a nightmare and not a every day status.",2,A,Old Manhattan Pizza,Old Manhattan Pizza,old manhattan pizza,3.0,NEGATIVE
"We went on  this past Friday night,  we had not been there in a while because we felt it wasn't fresh enough so decided to give it a try and we love it all fresh.  I hope this place is consistent we would love to come again.",32,C,Hibachi Buffet,Hibachi Buffet,Hibachi Buff3t,4.0,POSITIVE
"This place is absolutely disgusting. Not only did we wait 2 hours almost for our food but the food that was delivered was a complete waste of our time. The pictures show a bone from a short rib that was connected to nothing but a line of fat and what $9 in whirled broccolini looks like to this place. The pork was dry and inedible and the cauliflower steak was an old top to the plant and wasn't even cooked. So disgusting. We refused to eat and got them to take off the food. Also, the wine had sat out too long and I had to send back 2 glasses and the martinis were terrible. Nothing good to say about this huge disappointment and the manager doesn't have a clue what he's doing. Sorry I hurt your feelings, haha stop sucking so bad!

Ok so you want to lie in your response and say you kicked us out? You are a disgusting human! Lmao. You and your failing business can have a great new year! Lol! We couldn't get out of there fast enough. You didn't say a word about us leaving because we all wanted to be gone. No food was thrown but I did pick up your disgusting broccoli to show you how limp it was and 3 other tables left before their food arrived as well. Because you suck! The staff and the food. We had 2 manhattans and 3 lemon basil martinis, there were 4 people drinking and the 2 you brought didn't even have basil. You are just aweful and should go ahead and close your doors so no one else has to waste their time. Disgusting person and place. And the decor is horrible. Total flop. We couldn't get drunk because we received no service and I went to the bar to get my wine and hers since we had ordered it 30 plus minutes earlier and it never arrived also your bartender who was your friend and not a real bartender tried to serve wine that had gone bad ... twice and I had to get him to open a new bottle. We didn't even get aggravated until the food your establishment served us was a complete waste of the time we had given any of you. Sir you should find a new line of business for sure. And it was really cool of you to sit at the table up front with your friends and hang out while your terrible staff had people walking out on you business. Lesson learned that if it looks shady and gross it is. No one was drunk, we couldn't get there because we couldn't get drinks. The lovely Italian place down the road got a marvelous review after they opened their kitchen to serve us after hearing what your place had put us through. And. 200$ tip. You got your 200$ for wilted salads and crappy drinks. Enjoy! I also reported you to open table! And yelp. Kisses.",4,A,Gallery Chophouse,Gallery Chophouse,Gallery Chophouse Inc.,1.0,NEGATIVE
"I found this place on Groupon when I was browsing through deals around the area and they offered 30% cash back. I decided to stop by Poke Point after 2 hours of back to back Barre and Yoga classes... when my hunger was at its peak. I ordered the Miso Soup, Spicy Fish Classic Poke Bowl, and Rainbow Poke Bowl for my husband and me.  Everything was fresh and delicious. They also gave me a Buy 10 bowls, get the 11th bowl free Card.

I could only give 4 stars since this was my first visit and it was at 11:30AM on a Tuesday and empty.  Will update my review after visiting a few more times during busier hours.",28,C,Poké Falls,Poké Falls,P0ké Falls,4.0,POSITIVE
"I got a iced vanilla coffee 16 oz very good coffee but the price was not worth it I was charged $6.38 which is more expensive then Starbucks, doubt if I will return.  I always give everybody a chance when it's a new business but my service will not be return there will go across the street to Starbucks.",21,B,Blind Tiger Cafe - Westshore Plaza,Blind Tiger Cafe - Westshore Plaza,blind tiger cafe - westshore plaza,3.0,NEGATIVE
Great soup here!!! Try their customer special or some home style bean curd. I really like their hot and sour soup compared to any other Chinese restaurant I've been to.,33,C,China Wok,China Wok,Chin@ Wok,5.0,POSITIVE
"Food can be hit or miss depending on whether they are having a concert or not. Don't expect fast service during a large event, its crazy hectic, but fun people watching. Fun party atmosphere during the Sunday Beach party. Not child friendly on Sundays. Totally kid friendly any other day during the day or evening. Great spot to check out on any vacation.",10,A,Hogan's Beach,Hogan's Beach,Hogan's B3ach,4.0,POSITIVE
Cute little spot we found for brunch on Sunday .the service was great. Food was fresh and the menu had creative names. Will be back,16,B,The Floridian,The Floridian,The Floridi@n,5.0,POSITIVE
My pizza was delivered extremly fast and perfectly cooked! Damaso delivered my pizza and he was extremely nice and let me know my sauces were in the box and everything. Thank you for outstanding service and fast delivery !,30,C,Domino's Pizza,Domino's Pizza,Domino's Pizz@,5.0,POSITIVE
After a long day at Busch Gardens this is my favorite place to go.  I love their Garlic Parmesan wings.  The sauce is amazing.  Soups are delicious for a pub.  Worth a visit!!,11,A,North 30th Sports Pub & Grille,North 30th Sports Pub & Grille,N0rth 30th Sp0rts Pub & Grille,5.0,POSITIVE
"OMG This place literally sucks. Tacos were soggy and the stacker was just I don't even know look at pic and judge for yourself. Pretty sure it doesn't have lettuce on it either but mine did. Don't know if that's cross contamination or not. 

Cheese roll ups were burnt 
I mean it is Taco bell I don't expect much just posting my thoughts.",1,A,Taco Bell,Taco Bell,Taco B3ll,1.0,NEGATIVE
"Nice locale in downtown Tampa, cool roof top bar if thats your thing. The food is really good, but a bit more than tapas size portions. The truffled mac and cheese is a must",34,C,Fly Bar & Restaurant,Fly Bar & Restaurant,Fly B@r & Rest@ur@nt,4.0,POSITIVE
"Being vegan for the past 2 years,
Sometimes you long for a past favorite. In my case, that was an Italian sub!! When I saw it on the menu here I instantly had to get it. IT WAS AMAZING!!!  It tasted exactly like an Italian sub. I came here for lunch and it was so good I almost came back for dinner. I want to try several other things on their menu. The potato salad could've used more salt but it was good. Come check out this hot spot! You won't be disappointed with the menu options or the amazing flavors",28,C,Ybor City Vegan Deli,Ybor City Vegan Deli,Yb0r City Vegan Deli,5.0,POSITIVE
Listen to me when I tell you this is the most AMAZING beef jerky I've ever had! The candy bacon is a hit too! These guy rock!!!,16,B,Stanford's Jerky,Stanford's Jerky,Stanf0rd's Jerky,5.0,POSITIVE
"Tampa has a bevy of coffee shops I want to try and several I've already crossed off my list. Kahwa is shooting it's way to the top of the list as a favorite. This industrial inspired coffee bar is on the back side of the building. While the address may be N Franklin, the entrance is at the corner of Tampa & Polk.  

Stopped in for some caffeinated sipping while we had some time to kill before heading to brunch with friends. I have fallen in love with macchiatos, and I'm not talking about the kind you can order at Starbucks. Don't get me wrong, I love my PSLs too, but they led me down the wrong path when it comes to knowing what a macchiato truly is. The baristas at Kahwa pull a mean shot and will definitely put some pep in your step.

Side note - currently they have a Yelp Deal for 10% off your first order when you check-in. Or you can save yourself $3 and pay with their app.",32,C,Kahwa Coffee Roasting,Kahwa Coffee Roasting,Kahwa Coffee Roasting Inc.,5.0,NEGATIVE
"Have eaten here twice for lunch since I am currently working nearby. Both times service was great, wait times were very reasonable, and the food was good. 

The first time I had the Hot Italian sub (highly recommended!), and today had one of the ""famous"" Philly Cheesesteaks (ehh.. ok, but not the best I have ever had).

but if you need a quick bite in this area (there is not much else nearby except for the worst Wendys I have ever been to)... Lennys is the place to go!",26,B,Lennys Subs,Lennys Subs,Lennys Subs,4.0,POSITIVE
"This place is absolutely horrible!! I got so sick after I ate their food. I called before I went there and they said they will give me a refund. Then I went there and the owner Joe said I feel so offended you don't like my food. And he said he is NOT going to refund me.  The food sits out for hours and when I walked in there one of the employee's is washing their face at the sink next to the food bar. Absolutely disgusting.  So the outcome is the owner lied, and he did not give me a refund.",37,C,Take A Break Cafe,Take A Break Cafe,Take A Break Cafe,1.0,NEGATIVE
"In my opinion, best Chinese takeout in the downtown area. I always pickup since I live in downtown and I'm always greeted with a smiling face when I get there. Affordable and good food.",10,A,Oriental Express Chinese Sushi Restaurant,Oriental Express Chinese Sushi Restaurant,Oriental Express Chinese Sushi Restaurant,5.0,POSITIVE
"The pizza so nice I went twice ... in one day! 
Great pizza spot with very friendly staff. You have to try the nonnas pizza and the garlic knots are a must!",16,B,Santoro's Pizzeria,Santoro's Pizzeria,Santoro's Pizzeria Inc.,5.0,POSITIVE
"So I've been waiting for this place to open and it met all of my expectations! Super clean establishment , great service and delicious food. Han was awesome! He explained everything and even gave us a few samples. Lynn was super nice and funny and was very hospitable. All of the food is buffet style and super fresh. You can tell the staff really takes care of all the items on the buffet. All the serving utensils were wiped thoroughly after guests which I appreciated. Come check it out, you will not regret it. By the way don't forget to try all of the tea flavors....they are delicious!",34,C,Simply Asian Salads,Simply Asian Salads,Simply Asian Salads,5.0,POSITIVE
