text,SCORE,GRADE,name,matched_name,DBA,review_stars
For the price you cannot beat this place! You ask yourself where do the local workers eat for breakfast lunch or dinner 5 days a week time and time again. It's here. Champ omelet is great for breakfast. And the lunch specials are great for what you get. Staff is friendly and quick. Consider this a staple,27,B,International Cafe,International Cafe,International Cafe Inc.,5.0
"Came in early evening, and it was very slow. I ordered a draft miller lite and it was EXTREMELY cold! Perfect for the Florida heat. I ordered a southwestern burger which had grilled onions, barbecue sauce and cheese. The bread was amazingly fresh and toasted. Overall the burger was probably one of the best burgers I have had in a long time. The fries were not that great and you only get a small amount. 
Overall this is a really nice place to have a drink and some good food. Atmosphere is not that great if your wanting to meet new people and some lady had her small mutt dog in the restaurant which is not good for a restaurant atmosphere.",16,B,Dachshund's Bar & Grill,Dachshund's Bar & Grill,Dachshund's Bar & Grill,4.0
I brought 4 eggs rolls I ate two and some shrimp fried rice I have been sick from my head to my stomach for 4 days now. This is the worst feeling ever and I don't know what was wrong with the food but it tasted good while eating it but I got sick and have been sick since awaiting for this to be over. I will never ever order from here again.,27,B,China One,China One,China On3,1.0
"Forgot to add the buffalo chicken on the ""buffalo. Chicken pizza"" then add chicken philly shredded chicken on top . Customer service is bad they don't bring your food to you . Pizza looks like kids made it and the cheese is soggy ..",12,A,Villa Rina Pizza,Villa Rina Pizza,Villa Rina Pizza,1.0
"My boyfriend and I always order pizza from this Papa Johns. This time he ordered our pizza he was immediately given an attitude. The cashier was short and monotone. Seemed annoyed immediately. She didn't bother to ask if we wanted carry out or delivery so we waited 40 minutes on a pizza that we could have picked up sooner. It was delivered when we were about to go pick it up. We explained to the delivery guy (Ethan) that we wanted to pick it up instead, so he told us we'd get our delivery fee waived. She called us back with an attitude to tell us she'd waive our $4. She said it in an annoyed voice like we were cheap for not wanting to pay the delivery fee. We still tipped Ethan of course but just didn't think it was fair that she didn't bother to ask and gave us such an attitude. It it weren't for Ethan, I would have put 1 star as he was super nice and accommodating.",29,C,Papa John's Pizza,Papa John's Pizza,papa john's pizza,2.0
"Why 5 stars? Because it's turned out to be awesome!

   ---   ---   ---

I admit that I was skeptical of Smokin' Oaks in the beginning. I thought that Q was solid, and the people were friendly, but I just wondered if they could stay afloat, as they were buried in the midst of the neighborhood, and not visible to a ton of drive-by traffic.

On my first visit, I had some ribs that were a bit off from what I was hoping for. But I've been back about 3 times since, the ribs have always been top notch. Definitely in line for some of the best in Tampa Bay.

This is the closest restaurant to my front door, and oh how lucky that makes me feel.",10,A,Smokin' Oaks Barbeque,Smokin' Oaks Barbeque,Sm0kin' Oaks Barbeque,5.0
"Lost their liquor license.  I had to leave before tasting the food, because my Dad is an alcoholic.  Bummer",20,B,Arco-Iris Restaurant,Arco-Iris Restaurant,Arco-IrisRestaurant,1.0
"I had chicken broccoli. The meal was barely editable. Lots and lots of salty soy sauce: it drained the rice. The chicken was rubbery and there were hardly any broccoli. The brown rice was different. 
I also had veg egg roll: it was burnt!! 

Why I ate this horrible food because my blood sugar was low and I was hungry. 

Staff- the head manager was professional and friendly. The young hyper girl kept talking with coworkers and vs. and not really paying attention to her work. 

Price -   the kind of food I had isn't worth it. 

So, if you love very salty foods then this place is for you. 

I was very disappointed . I'm not coming back here again.",1,A,Pei Wei,Pei Wei,Pei Wei,1.0
Great food. Super fresh. And different options. Came a lunch time and the portions are quite big. Will come back for sure!!! The guy who took care of us was super nice too.,4,A,Sate Southeast Asian Grill,Sate Southeast Asian Grill,Sat3 South3ast Asian Grill,5.0
"Aside from feeling like I walked into a box full of lit cigarettes, I think that it is a pretty cool dive bar. It is a very unassuming place from the outside and I wouldn't have given it a second thought (since you can't see in from the outside) if I wasn't specifically looking for the place. 

The inside is surprisingly larger than I had expected and for those who are there to ""have a couple of games with their drinks"", there has to be 12 or more televisions for your viewing pleasure. As you would expect, there is sport paraphernalia all over the walls and a cool mural or two. I like the decor and ambiance (sans the perfume of yesterday's cigarettes).

My party of 2 ventured in this past Sunday and arrived just in time for the 1 o'clock games -- the place was pretty much empty so I decided that I could brave the depraved air and stay awhile. We were immediately greeted by Ashley and she was on it -- She ran down the specials for the day and got the drinks going.  After sampling a few items on tap, We started with an order of mozzarella sticks.  They were pretty average, about what you would expect from the average box-n-bake variety at your local grocer.  Next we ordered the 15 wings; I took my half hot with a side of nuclear sauce.  Hey, they told me it was hot so I was hesitant to have my wings coated.  In the end, the sauce was very good and I almost regret not having the sauce put directly on them...but the combination of the two different sauces (plus ranch) was pretty tasty.

As time went on, more folks came in to watch the games and after the 4th smoker (or so) blazed up, I couldn't handle it. Sadly, I had to leave. For as long as I could stay in there, I enjoyed my time, received good, attentive service and I thought the decor was cool.  So I give it a 4 stars. Thanks to the Yelpers that put this place on the map.",7,A,Bilmar Station,Bilmar Station,bilmar station,4.0
"Excellent brick oven pizza, perfect crust, friendly owner, clean place, but not much space. Went with my friends and we had the Milano Pizza, took about 15 minutes to prepare.",16,B,Pizzazzone Brick Oven Pizzeria,Pizzazzone Brick Oven Pizzeria,pizzazzone brick oven pizzeria,4.0
"This is the final straw.

I don't know why I am a glutton for punishment, but the geographic convenience is likely why I have gone here first instead of another McD location that is perhaps the same distance away.

Every. Fucking. Time. Horrible service and Inaccurate orders.

This time, I ordered a chicken biscuit. But wait. Was it lunch time before 10AM? The menu was on lunch. So I asked; the order taker did not really explain and just told me to order what I think I wanted. WTF?

Next: I got my iced coffee and chicken biscuit. NO FUCKING ICE?! I didn't even notice until after I left. Livid, I called the store and spoke to a manager named Stephanie.

First off, Stephanie, don't answer by calling me sweetheart. ""That's me, sweetheart,"" when I asked for a manager. Her apology was choppy and stuttered at best, and she offered a free meal replacement.

""But you obviously need my information,"" I said.

I know it is typical of restos to take your name for a book or whatever to record who gets what, but she said, ""Sweetheart, just say it's on Stephanie and that'll be fine.""

Does McDonalds know about this at a regional or corporate level? Seriously? I do not feel comfortable doing that; it looks shady as shit.

I will not be back at this location. Ever. I should have not come back after the last time when I ordered inside the store, and the cashier was taping her long fake-ass press-on nails as if I was taking too long to look over the menu. 

Tip: Get a fucking corporate trainer in there, train your people.",7,A,McDonald's,McDonald's,McDonald's,1.0
Cooks is spectacular. The atmosphere is very casual. The food is just crazy amazing. I usually get the roast beef sandwich on the French baguette with the signature potato salad. Everything is fresh. Everything is done perfectly. I highly recommend that you give Cooks a try. Trust me. You will come back again and again.,2,A,Cooks Downtown,Cooks Downtown,Cooks Downtown,5.0
"Why 4 stars? Because it's a nice option for Greek in Carrollwood.

   ---   ---   ---

I've driven past Santorini quite a few times, but hadn't stopped in until recently. To be honest, the shopping center is a bit run down and I wasn't sure what to expect. But they definitely had some pretty stellar reviews, so I knew that I eventually had to hit them up. 

There was quite the level of add activity happening in the parking lot when we visited. There were people just sitting the parking lot in chairs that you'd normally see at a tailgate. Only there was no game happening - it was just a Saturday night in a strip center. We couldn't really figure out what was happening there.

But we headed inside and ordered our food. The good news is that my gyro was delicious, but the bad news is that it strongly smelled like cleaning supplies in here while we were waiting for it to be cooked. You can actually place pick-up orders here through Yelp, so that is definitely what I'll be doing next time. 

And the loaded fries were not so loaded - more like fries with some feta cheese sprinkled on top. I added some vinegar to them when I got home to spruce them up a bit. They were still tasty, but maybe the name should change to ""feta fries.""

I'll be back next time I'm craving Greek food, especially now that Simple Greek has closed (RIP.)",7,A,Santorini Greek,Santorini Greek,S@ntorini Greek,4.0
"Dinner Sep 24
  I love that you can order this on line.  Very user friendly site to place order.  Really liked the sweet & sour sauce.
  I am glad people like this place, but I am not a fan.  Ordered 3 dinners and 2 apps and eggrolls and none were anywhere near what I expected taste wise.  That is all I will say.",17,B,Cyber Takee Outee,Cyber Takee Outee,Cyber Takee Outee,2.0
Came across this small spot on the way home. The store was empty on a Sunday evening and we were greeted right away. I got the Cookies and cream ice cream and was surprised by the unlimited toppings you can choose from. The ice cream was not as soft and creamy as I'd hoped it would be but was still very tasty. We also received 20% off our order with our student ID. I'll most likely come back to check out the egg waffle!,22,B,Snowman Rolling Ice Cream,Snowman Rolling Ice Cream,Sn0wman R0lling Ice Cream,4.0
I heard about this place from one of my relatives. I was curious about the location so I tired it out. The wait was a bit long and tedious but all worth the wait. The pandebonos came out nice and warm and combined perfectly with the arequipe! I've been a fan ever since! Must try!,0,A,Mangomix,Mangomix,Mangomix,5.0
"Wonderful baby back ribs, baked beans and green beans. Loved the rubs and tried the mustard sauce and sweet spicy sauce. Full rack with two sides and a coke-$23.25",21,B,Sarge's Smokehouse Bbq,Sarge's Smokehouse Bbq,Sarge's Smokehouse Bbq Inc.,5.0
I have been following them in social media but because its a little far from where I live It took me a while to go visit. I was in the area and stopped by and it was so good that I would do the drive anytime now just to go! Super pleased and the price to me was excellent!! I recommend it also the staff was so friendly and helpful!! Love the place!!,0,A,Mangomix,Mangomix,Mangomix,5.0
My family and I visited this restaurant this past weekend. We went at 6:30 on a Saturday night and the place was empty. I asked for sangria and they said it wasn't fresh so I got something else. The food was good however the portions are small and on the pricey side for what you get. It's very nice inside and even had a man playing Latin music.,35,C,Pacific Coast Latin Seafood & Cantina,Pacific Coast Latin Seafood & Cantina,Pacific Coast Latin S3afood & Cantina,3.0
"I never thought i'd be the person to leave a bad review, but I feel like I have to. I went in today on my lunch break and I ordered the Stir Fry bowl with chicken ($10), subbed my mushrooms for broccoli, added avocado ($1), and got the Surfer smoothie ($5). I ordered the food to go. 

I'm a 25 year old dude in a band, so i'm not one to spend $17 (after tax) on a meal, but everything sounded so good, and the cashier had great recommendations. What I received was not a $17 meal, nor even a $7 meal. 

The portion was so small, the food didn't even take up a quarter of the to go container. The rice and veggies were soggy, and everything tasted as if it were a frozen meal they had just microwaved. The additional avocado I ordered was old and soggy as well. The smoothie, while it had a good flavor, was largely separated between liquid and solid chunks, and had more of the texture of ""some green stuff in water"" than a smoothie. 

Anyways. I don't recommend. Won't spend another penny here again. 

EDIT: years later, everything is different. new ingredients, new menu. place is awesome. i've been twice since the changes and it's dope",25,B,SoFresh,SoFresh,SoFresh,5.0
"Really nice place. They are a little pricey for the portions, which tend to be smaller, but are just slightly below enough to satisfy you for a meal. Would only use for take out, their space inside is limited. Their food is actually very good, hence the 4 star review. The acai bowl, shepard pie are my favorite. Their impossible burger is very good too but I have had it a few times and it tastes different each time. The groceries here are expensive, but they have a selection of prepackaged items that are hard to find elsewhere.",4,A,Farmacy Vegan Kitchen & Bakery,Farmacy Vegan Kitchen & Bakery,Farmacy Vegan Kitchen & Bakery Inc.,4.0
"I had a minor hiccup with the auto renew, and while it took a bit to get it fixed the company ultimately came through with a through explanation and assistance with my issues.  All that being said the food is varied and tasty!",38,C,Catered Fit,Catered Fit,catered fit,4.0
This place in hands down one of the best pizza spots in tampa. The stuffed pizza is amazing along with the rest of the menu please give these guys a shot.,13,A,Windy City Pizza,Windy City Pizza,Windy City Pizza Inc.,5.0
the food was very delicious and had a unique taste. the service was very quick. i recommend!! good place to hangout w friends 10/10 would come again just for the chicken tenders and fries are so good.,9,A,King of the Coop,King of the Coop,King of th3 Coop,5.0
"SoFresh- So expensive as well!!!!  
If you are into eating well, feeling energetic and wants to about at all cost the many fast food chain restaurants that we have around us, come to SoFresh. 
Very confusing menu, BUT the guy at the register was very good at explaining it and making it simpler!!!
I went for the power bowl and that was the best choice!!!!!
Again, if you don't mind spending $20 for a healthy plate and being hungry 2 hours after!!!! Come to SoFresh",25,B,SoFresh,SoFresh,SoFresh,5.0
"It's IHOP. Nothing fancy, but it hits the spot at 3am after a night on the town. They are usually running some kind of breakfast special that'll get some food in your stomach at a decent price in a hurry. Nothing to write home about but their hash browns are definitely a fave. My last IHOP adventure was after Wazoo this weekend and we opted for onion rings (they were alright) & white cheddar chicken crepes. The crepes and the cheese sauce were a little heavy, but it did the trick at 3am. I also had the mocha cappuccino. It wasn't that strong but I'm not a regular coffee person so it was nice to have the option of a foo-foo coffee drink. Is it fine dining? Never. Does it do the trick at 3am if you're not a fan of Taco Bell? Absolutely. Needless to say, I'm sure I'll be back. :)",23,B,IHOP,IHOP,IHOP,3.0
Excellent beef brisket and Mac and Cheese. The brisket was tender and flavorful without a lot of fat. You didn't need any sauce but it definitely added to the experience.,30,C,Holy Hog Barbecue,Holy Hog Barbecue,Holy Hog B@rbecue,4.0
"I ordered a Dominican cake and wow it was stunning!!! Absolutely delicious! I called yesterday and all I said was a simply decorated cake for my husbands birthday... look at these pictures! It was so fresh the guava filling was perfect, the icing was so fluffy (not hard) and the cake super moist. The icing on the cake (tee hee) was the price which was so reasonable - I was expecting a smaller cake for this price and couldn't believe it! Bravo and muchas gracias!!!",34,C,Ana Delicias Bakery,Ana Delicias Bakery,Ana Delicias Bakery Inc.,5.0
"Although the decor is up-to-date, the food just isn't that great. Especially if you're a vegetarian, in which case your options are vegetables and noodles and the worst spring rolls ever fried. If this were my only option, I'd make do, but there are too many good places nearby (Trang's on 15th, Asian Wok on 56th, and lots of non-East-Asian joints all over Fowler) to put up with insipid fare.",14,B,Panda Express,Panda Express,Panda Expr3ss,2.0
"El Rico Frappe makes a pretty good ""frappe"" but I was disappointed that it didn't have a dairy base. It was just fruit, water and ice. But at least they use all natural fruit and not powders and they have a large variety of flavors. I got the guanabana (soursop), which is a superfruit that provides so many health benefits. Supposedly it prevents or slows the growth of cancer. Sign me up!  Their small size ($4) is really quite large and practically gave me brain freeze trying to finish it but it was good.  I recommend asking for a spoon because trying to conquer it with a straw is futile.

The reason why I rate them 3 stars is because the wait was quite excessive. Not just my order but also for other customers. One guy ordered a sandwich and he was waiting about a half hour for it. My frappe was about 20 minutes. Otherwise, service was friendly.  The atmosphere is lacking but it was clean. 

If you're in their vicinity looking for a cool treat to beat the heat then I would recommend El Rico Frappe. They do have a lot of tempting flavors to choose from.",15,B,Frappe Xscape,Frappe Xscape,frappe xscape,3.0
"May I suggest: 

Even though they're known for their burgers there's definitely something for everyone. I love this about them. My boyfriend likes to order their fried shrimp basket with onion rings. Despite my own declaration of not being a burger person, this is exactly what I come for, which actually says alot. Why? Well, they're REALLY good. And I dont have to wait for cheat day to face plant their yummy burgers! My perspnal picks are their Cheddar Butter Burger (make sure you get SINGLE to keep calorie count low and avoid mayo- the buns are already buttered so there's enough wetness) and their Mushroom Swiss single...add carmelized onions. Pair with a side of coleslaw for a more well rounded meal and get unsweetened tea. When on a cheat day, I adore the cheddar cheese curds. Crispy outside, melty inside just how I like it! Look also for their seasonal Concrete mixers (their answer to the Dairy Queen blizzard). I just recently had their salted caramel pumpkin one which satisfied my all things pumpkin spice cravings. You can also take home a pint of their frozen custard. Just look out for their flavor of the day!",19,B,Culver's,Culver's,Culv3r's,5.0
"I ordered Breakfast for 10 co-workers and they did a fabulous job with a variety of egg sandwiches! Everybody said they enjoyed there sandwich and it was a great balance of egg, and meat. The owner John, even offered me a free cup of coffee while I waited for my sandwiches. It is the small things to me that huge difference, since I was in early in morning he even took the time to tell me about their business and how it has grown in recent years. Glad to have a business like this close to my work!",16,B,The Bread Basket Deli,The Bread Basket Deli,Th3 Br3ad Bask3t D3li,4.0
"I'll start off with the pros. The food was good. The corned beef hash was my favorite part of the meal. It had big chunks of beef which was really good. I'm always in search of some good corned beef hash :).

The pancakes were ok...nothing special. I got the banana nut ones and it was basically regular pancakes with some nuts on it.

The service was awful. I have never walked out of a restaurant before but I seriously contemplated it. I don't have unrealistic expectations of servers...I've worked in the service industry for several years while in college. As a matter of fact I'm usually really understanding when things don't go well...it's not an easy job. However, there is NO excuse for all the tables (about 5) that were sat after us to order, eat, finish, pay AND leave before we even get our food. The servers excuse...pancakes take longer. After I had seen the table next to us who were sat about 10 minutes after us devour their pancakes, pay, and leave. Also, I asked for sliced banana and strawberries on top. I got 4 slices of banana and 4 pieces of strawberry and we were charged 89 cents more for each of the fruit...

The atmosphere would be cool I like the style of the restaurant...but it was dusty and unclean. They have strainers over their lights which I thought was cool until I looked up and saw the really unclean interior of the strainer..there were some outlets on the wall that seemed to have shortened. 

I was really excited about trying this place but I won't be returning.",34,C,Brunchery Restaurant & Catering,Brunchery Restaurant & Catering,Brunch3ry R3staurant & Cat3ring,2.0
"I am a pad thai freak.  If I could eat pad thai every day, I would, and then I would eat more pad thai.  I also love strip mall dining.  And interesting decor.  And nice table settings.  All this adds up to:  I love Benjarong.  Easily best Thai in North Tampa which I guess isn't saying much but... their pad thai is truly excellent.  Not too oily, great texture.  Meanwhile, my partner is addicted to their pad ba mee, which looked to me like straight up ramen noodles stir fried with veggies, egg, shrimp and sesame oil but is also plainly delicious.  What I'm saying is... if you are in Carrollwood and need Pad Thai.  Get it here.  Your non-PadThai eating friend will also find something delicious to eat.",8,A,Benjarong Thai,Benjarong Thai,Benjar0ng Thai,4.0
One of the best omelettes I've ever had! I usually don't like homefries but these are great. The portions are very generous as well. I also love the chorizo breakfast burrito! The delivery is very quick.,33,C,Tony's Restaurant,Tony's Restaurant,Tony's Restaurant Inc.,5.0
Neat new place right off Howard. Not just pizza and beer. The menu is much more than you would expect.  Several games on flat screen TV's. Great outdoor seating area. Perfect for families and football watching.,24,B,Platts Pizza Pub,Platts Pizza Pub,Platts Pizza Pub,5.0
"Yeah, it's closed now... Should have read my review!",11,A,BGR - The Burger Joint,BGR - The Burger Joint,BGR - Th3 Burg3r Joint,1.0
"After seeing how amazing their food looks from Instagram posts , I had to come give this place a try. I always love exploring new food trucks because they all bring their own flare. Being that I came for lunch I couldn't eat as much and order the heavy stuff as I would've like but all in all what I had was good. I had the mamas wings in lemon pepper with fries and a side of Mac n cheese. They also do have a lobster Mac and lobster fries which I'll have to come back and try. The service was also great being that they were fast and friendly. They also have a nice lounge area where you can go inside and eat. I would definitely recommend checking them out if you're looking for a good food truck meal .",35,C,Slap Yo Mama,Slap Yo Mama,Slap Yo Mama,4.0
"I ordered take out from here yesterday and was not disappointed.  The rolls were fresh and delicious and the staff, friendly and accommodating.

Dragon roll - fresh large chunks of salmon
Bucaneers roll - absolutey scrumptious!",5,A,Toki Sushi,Toki Sushi,Toki Sushi,5.0
Wow really going down hill. When I ordered earlier they said 10 minuets wait even though there was food in warmer that they wouldn't serve me. Won't be back to this location.,5,A,Panda Express,Panda Express,Panda Express Inc.,1.0
"We actually came to try the wings at the pool hall next door, and then this caught our eye. Had no idea it's been here near home for 9 months -- if we'd known, we'd have spread the word much sooner! I ordered a dozen wings and a side salad (which is huge!!), the wife ordered the brisket platter with coleslaw and a salad as her two sides.

The wings were perfect (I always get them naked with Bleu Cheese dressing), and the brisket -- holy cow! HUGE portion, so moist and tender, and the smoke point was perfect!! We cannot say enough good stuff about this place! 

And Chelsie is an amazing waitress!!!",10,A,Edge City BBQ & Tap,Edge City BBQ & Tap,Edge City BBQ & Tap,5.0
"OMG sooooooo freaking good!   As a pizza snob and from Upstate NY where we have the best pizza, traveling can be very scary when we are need of a pizza fix.  The pizza here is incredible.  The most difficult thing for pizza shops to get right is the dough.  The pizza shop here has an incredible dough for their pies.  So happy we stopped in.",16,B,Fabrica Pizza,Fabrica Pizza,Fabrica Pizza Inc.,5.0
We had octopus! All the apps were half off from 4-7 and absolutely delicious! Yummy Sangria too! Loved the outdoor patio with the indoor outdoor bar.,30,C,Global A'fare,Global A'fare,Global A'far3,5.0
"Really nice new indoor/outdoor spot that is easy walking distance from the University of Tampa baseball stadium.

I knew this place would be worthwhile because it comes from the same quality guy that has spent years at various good spots in the early Channelside days, the original Lee Roy Selmon's and then in South Tampa. Many of the South Tampa crowd has already followed him here based on what I've seen and they haven't even done the ""official"" grand opening yet.

There's plenty of draft and bottle beer options at both the main bar and the ""sidecar bar,"" plus wine and full liquor as is to be expected. 

For you day-drinkers, their Happy Hour runs 1130am - 7pm every Monday thru Friday and I'm also hearing of some ridiculously good $2 deals on drafts and Fireball shots once the real Monday Night Football games start.

The menu features many quality choices for appetizers, salads, mac and cheese specialty dishes each day, sandwiches, fish tacos as well as tots/fries with your choice of about ten different seasonings. 

Seems like virtually everyone loves the burger here and both the meatball or meatloaf sliders made me happy as well. Not many places offer a quality brat and Station Grill features that on the menu too. Oh, and the house made ranch sauce that comes with the chicken tenders, jalapeño bottle caps or friend avocado bites is a signature item in its own right. Just ask for a taste and you'll see what I mean.

Easy place to drink and/or eat and/or chill and/or watch the Rays or upcoming college or pro football from virtually anywhere indoors or outdoors at the bar or any table. There are 15 tables inside and about ten tables outside and nice girls working all over the place.

Oh, and they do have parking. So if you're not walking or Ubering from nearby, you do have self-parking options right in front and in their additional lot just west of the building.",9,A,The Station Grill,The Station Grill,The Station Grill Inc.,5.0
"Wow! So happy my room mate told me about this place. One of the things I miss most since becoming lactose intolerant is being able to go grab an ice cream at an ice cream shop. Especially on these hot Florida days. Those sad feelings melted away with my very first bite at Sweet Soul. I ordered the soft serve bowl with the matcha and vanilla charcoal swirl. The matcha soft serve definitely has the matcha flavor to it (which I love...definitely tastes like they use actual matcha powder) so if you are not a fan of matcha and want soft serve go with the charcoal vanilla, it is delicious but much more neutral in flavor. Both are super creamy, decadent, and made with a coconut milk base. It's like eating a true soft serve. Sweet Soul is very generous with the amount of toppings you get for the price. I got blueberries, dark chocolate, pineapple, maple granola, coconuts shreds, and agave. All for only $8!!! And this bowl is massive. The fruit was ripe and delicious. Such a yummy treat on a hot day. They also have açaí berry bowls, smoothies, and other plant based goodies. I promise even if you do not eat a plant based diet there is something delicious waiting for you here. The place is adorable with a small bar seating on the inside and picnic tables on the outside and even a ping pong table. Staff were super friendly. I honestly want to go back again tomorrow.",15,B,Sweet Soul,Sweet Soul,Sweet Soul,5.0
"Just got food from this place through UberEats. I guess I'm pretty picky after Ichicoro Ramen. I ordered the takoyaki, and while it might make sense to cover it with sauce when it is being served in-house, it resulted in a soggy mess when delivered. There also seemed to be bonito flakes on top, which I wasn't a big fan of. The ramen itself was decent - lots of umami flavor in the broth. The pork was good, but the noodles left something to be desired.",15,B,Ramen Depot,Ramen Depot,ramen depot,3.0
"Two years later, still a 5-star rating from me.

Their beer selection continues to be among the best in the downtown/South Tampa area, and their food menu continues to grow.

They've added some awesome pretzel bites that are an appetizer, as well as two new sandwiches (Kate's Chicken and the Underground). All are phenomenal and well-priced.

Management has also changed up their entertainment schedule, but they still have a great Open Mic night on Tuesdays, as well as live bands on most weekend nights.

Love this place!",8,A,Yeoman's Road Restaurant,Yeoman's Road Restaurant,yeoman's road restaurant,5.0
We moved to Tampa area from California and use to eat wing stop a lot and finally found one out here three years later. We drive from riverview to this location at least once every two weeks. The food is always phenomenal and every time we come Ms.Patty is always there and AMAZING every single time! Everyone there is wonderful but she is outstanding. Food quality is always hot and perfect. Please keep doing everything your doing :),3,A,Wingstop,Wingstop,wingstop,5.0
"The woman on the phone was friendly and helpful. After reading online reviews from other delivery places that had poor delivery service, I checked this place out.  She promised 45 minutes and eventhough our hotel was .5 mile past their perimeter, she said they would take care of us. 

We ordered a large pepperoni and mushroom pizza and fettuccine Alfredo. The pizza was great, good crust. The pasta was good too.  It was weird that we got a half loaf of wheat bread though.  And although she promised to pack plates and silverware, she had forgotten.  Otherwise, not a bad outfit.",35,C,Oregano Pizza & Pasta,Oregano Pizza & Pasta,Oreg@no Pizz@ & P@st@,4.0
"This was my first time here, my family's second. They originally came on a Thursday night, had great food & enjoyed themselves. Of course, my kids were anxious to return. I gave in because it was a long holiday weekend & we had tortured them by going out boating most of the time & the day was weirdly chilly & rainy. 

Taking into account it was Sunday, the place was packed. Line out the door packed. We were able to skip the line because we already had play cards & wanted to eat first. 

Advised there was an hour wait for a table, ok. Went to play games. Husband went to grab us some drinks. Bartenders refuse to sell him a second drink unless I'm there with him. Um...I'm chasing the kids around the arcade, duh. And we are almost 40, not young hipsters, give it a rest. He has to get back in the drink rotation line once he reaches me & brings me over, ok. 

Checked back at the hour mark & told it would be 20 more minutes, ok. 

Finally seated, no one comes to serve us. After 20 minutes a very kind young man asks if we have been served & explains that he isn't our server, but he would happily take our order. (No other person changed with him so, i guess he became our server after that. Finders keepers, or something.)

20 more minutes pass, no drinks. The machine didn't send our order to the bar. Kids drinks come, but they aren't quite what we ordered for them, but we make do. 
Place our food order. 

Alcohol arrives. And more alcohol arrives. Apparently now the machine is sending our order multiple times. My husband takes the opportunity & accepts a second one. The rest get sent back. 

Food arrives over an hour after we ordered it. We all attack it because...starvation. The server graciously acknowledged the terrible service & comps our food. That earned one star. Thank you. 

Manager comes around & apologizes for situation & gives the kids 40 coin play passes. That earned a second star. Thank you. 

Now we have to head back to the arcade to use the play passes. 

I stop at the bar to order one more drink. Could a bartender crack a smile? They all look dreadfully miserable, as if it's their last day on Earth. 

Overall advice:
1. Wait to go until they get all the kinks worked out. 
2. Go on a weekday if you can. 
3. This place is crazy loud. I saw a kid with ear protection & i was so jealous. 
4. Be prepared to spend A LOT of money. 
5. Dave & Buster's: Talk to your bartenders. This isn't The Most Magical Place on Earth, but drinking should be fun, not an inconvenience.",10,A,Dave & Buster's,Dave & Buster's,Dave & Buster's Inc.,2.0
"Hostess was wonderfull.  Waiter took over 40 minutes for first appearance,  These days we were warned so understood. The restaurant appeared as understaffed. Then the bill came... $2.00 or $3.00 for bourbon Rock (ice cube) for my bourbon? ?  $3.00 for bread to go with with appetizer (maybe)???   $9.00 for side of pasta to go with Veal Marsala def not.     Will not be back and management did not seem to care.",30,C,DeVito's Italian Specialties,DeVito's Italian Specialties,devito's italian specialties,2.0
"Great food, Sara was a great server.  We had the Le Grande breakfast with the corned beef hash and the has benedict.  Both were delish",14,B,Mimi's Cafe,Mimi's Cafe,mimi's cafe,5.0
"A yumy Grilled pork sandwiches and refreshing peach Green tea. If you have not tried this place, you must.",25,B,Banh Mi Factory,Banh Mi Factory,B@nh Mi F@ctory,5.0
"Very unclear about the concept - no real customer service, so so food and minimal atmosphere. Hmmmm.

Arrived and walked in but no one greeted, acknowledged or otherwise seemed to care we were there.

I was a first timer but fortunately another member of my party knew what to do.  Good thing because no one else who worked there noticed.

Ordered food and drink and self seated ourselves.  Went to the condiments bar. Ho hum. Ketchup, mustard and mayo. Nothing else that would introduce any zest or spice.

Got our meals. Burgers a little on the modest size. Big pile of fries but they were just sorta ok.  Not hot, not crunchy and not well seasoned.

One person ordered the fries and onion ring combo. Three onion rings atop a massive pile of fries.

When a manager came over and was asked why the combo was so unbalanced in favor of fries vs. onion rings, he explained that is the corporate direction.  Three rings. Period. And he suggested ordering both fries and an order of rings next time. In other words, spend more money to get what you want. The rings are not that good and they certainly do not deserve to be ordered separately.

The server brought two orders on one metal tray.  I ate mine off of the thin, flimsy wrapper. It was good but messy and that piece of paper went soggy really fast. Here is a hint - two people, two burgers, spare a second tray please.

Too many better burger joints and too many places that really care about their customers. Burgerfi or Burgerwhy?  And those chairs? Not so comfy.",25,B,BurgerFi,BurgerFi,Burger,1.0
Love the Refresh sandwich!  I always feel great after eating here. Delicious coffee!,35,C,Viitals Specialty Bakery & Lifestyle Cafe,Viitals Specialty Bakery & Lifestyle Cafe,Viit@ls Speci@lty B@kery & Lifestyle C@fe,4.0
This place is a hidden gem!!!! Came in for dinner the other night and just loved everything. The food / toppings are extremely fresh and I watched the manager hand chopping fresh veggies. They made me feel so welcome and helped recommend some toppings that go well together since it was my first time there. I had a salad and my husband had the asian bowl with salmon.... so good  The cutest store too!!,19,B,Harvest Bowl Eatery & Market,Harvest Bowl Eatery & Market,Harvest B0wl Eatery & Market,5.0
"My favorite place while at Tampa Airport.  Cigar city brewery always have been.  My heart for beer: you have to try the JAI ALAi (just call it ALAi, funny no!!).  Food is good but not exceptional.  Very friendly waitresses!   They all call me Honey!!!",29,C,Cigar City Brewing,Cigar City Brewing,Cig@r City Brewing,4.0
"I wish there were more sauce options, but.m everything else was great. Second best brisket I've had anywhere in multiple states.",13,A,4 Rivers Smokehouse,4 Rivers Smokehouse,4 Rivers Sm0keh0use,5.0
